Date,Warehouse_Location,Material_ID,Material_Name,Category,Supplier_Name,Forecasted_Demand,Actual_Consumption,Safety_Stock,Reorder_Level,Current_Stock,Lead_Time_Days,Unit_Cost,Inventory_Value (PKR),Reorder_Flag
12/03/2024,Faisalabad Hub,M0043,Material_086,Finished Good,Gamma Traders,134,148,48,110,238,11,50.35,11983.3,No
11/28/2024,Lahore South,M0001,Material_053,Finished Good,Alpha Ltd,75,42,54,88,143,10,45.98,6575.14,No
11/25/2024,Islamabad East,M0051,Material_087,Finished Good,Gamma Traders,281,270,69,107,50,11,102.98,5149.0,Yes
11/28/2024,Lahore South,M0024,Material_051,Packaging,Beta Corp,134,133,65,132,206,6,68.71,14154.26,No
12/09/2024,Islamabad East,M0099,Material_003,Raw Material,Delta Supplies,202,211,49,90,138,8,145.16,20032.08,No
11/02/2024,Lahore South,M0024,Material_042,Raw Material,Beta Corp,282,297,68,108,228,9,105.74,24108.72,No
11/22/2024,Karachi Central,M0017,Material_098,Raw Material,Alpha Ltd,114,130,93,172,255,4,120.89,30826.95,No
10/22/2024,Faisalabad Hub,M0005,Material_032,Raw Material,Delta Supplies,183,149,55,126,21,3,50.98,1070.58,Yes
10/21/2024,Lahore South,M0020,Material_051,Raw Material,Gamma Traders,200,218,75,138,51,3,21.09,1075.59,Yes
12/09/2024,Islamabad East,M0021,Material_085,Finished Good,Gamma Traders,164,107,59,110,189,6,78.3,14798.7,No
12/09/2024,Faisalabad Hub,M0058,Material_046,Semi-Finished,Gamma Traders,113,97,84,153,251,2,54.04,13564.04,No
10/04/2024,Faisalabad Hub,M0031,Material_021,Raw Material,Delta Supplies,136,125,93,135,230,3,38.29,8806.7,No
12/14/2024,Islamabad East,M0100,Material_044,Raw Material,Beta Corp,220,174,76,108,32,14,143.37,4587.84,Yes
12/01/2024,Lahore South,M0011,Material_011,Packaging,Delta Supplies,156,104,61,85,91,10,72.16,6566.56,No
12/01/2024,Karachi Central,M0052,Material_068,Raw Material,Delta Supplies,200,210,46,69,141,8,34.46,4858.86,No
10/24/2024,Karachi Central,M0015,Material_001,Finished Good,Alpha Ltd,145,122,62,109,148,7,37.81,5595.88,No
11/24/2024,Lahore South,M0083,Material_092,Packaging,Delta Supplies,207,177,80,113,14,10,49.3,690.2,Yes
10/09/2024,Faisalabad Hub,M0007,Material_063,Packaging,Gamma Traders,126,134,79,106,43,8,149.9,6445.7,Yes
10/03/2024,Faisalabad Hub,M0028,Material_024,Raw Material,Beta Corp,284,240,68,96,11,12,47.52,522.72,Yes
10/31/2024,Faisalabad Hub,M0051,Material_099,Raw Material,Beta Corp,195,234,55,131,130,6,56.03,7283.9,Yes
11/09/2024,Faisalabad Hub,M0058,Material_013,Semi-Finished,Beta Corp,136,159,77,147,16,10,102.31,1636.96,Yes
11/05/2024,Lahore South,M0005,Material_098,Semi-Finished,Gamma Traders,256,250,67,121,3,7,51.15,153.45,Yes
10/24/2024,Faisalabad Hub,M0005,Material_011,Semi-Finished,Gamma Traders,274,282,87,143,273,7,40.21,10977.33,No
10/06/2024,Islamabad East,M0094,Material_100,Raw Material,Gamma Traders,198,141,77,117,12,12,32.21,386.52,Yes
12/05/2024,Faisalabad Hub,M0096,Material_051,Packaging,Gamma Traders,106,63,70,147,69,5,53.78,3710.82,Yes
12/23/2024,Karachi Central,M0008,Material_017,Packaging,Gamma Traders,152,158,53,90,72,14,24.83,1787.76,Yes
12/14/2024,Faisalabad Hub,M0064,Material_099,Finished Good,Delta Supplies,200,190,92,144,48,13,12.61,605.28,Yes
10/04/2024,Lahore South,M0010,Material_082,Raw Material,Gamma Traders,140,163,72,99,9,2,122.65,1103.85,Yes
12/18/2024,Karachi Central,M0038,Material_086,Raw Material,Gamma Traders,94,47,96,166,23,6,29.31,674.13,Yes
10/06/2024,Lahore South,M0096,Material_024,Semi-Finished,Gamma Traders,221,190,48,116,237,12,118.64,28117.68,No
11/20/2024,Lahore South,M0092,Material_019,Semi-Finished,Gamma Traders,259,270,96,132,227,10,121.66,27616.82,No
12/01/2024,Karachi Central,M0081,Material_037,Packaging,Beta Corp,137,134,66,128,153,14,85.31,13052.43,No
11/26/2024,Lahore South,M0095,Material_085,Packaging,Gamma Traders,164,152,63,113,78,9,53.36,4162.08,Yes
12/05/2024,Lahore South,M0008,Material_008,Packaging,Delta Supplies,96,127,52,105,225,9,30.3,6817.5,No
12/18/2024,Faisalabad Hub,M0025,Material_028,Finished Good,Delta Supplies,217,171,65,90,132,6,113.15,14935.8,No
12/14/2024,Islamabad East,M0073,Material_005,Packaging,Delta Supplies,228,217,68,109,108,13,94.19,10172.52,Yes
10/08/2024,Lahore South,M0066,Material_017,Finished Good,Alpha Ltd,219,211,90,123,103,10,101.76,10481.28,Yes
10/26/2024,Lahore South,M0079,Material_036,Packaging,Beta Corp,184,214,88,110,61,4,11.21,683.81,Yes
11/20/2024,Lahore South,M0050,Material_019,Finished Good,Gamma Traders,99,74,82,113,232,4,139.85,32445.2,No
11/14/2024,Faisalabad Hub,M0067,Material_064,Finished Good,Alpha Ltd,225,208,67,122,263,2,19.28,5070.64,No
11/13/2024,Islamabad East,M0049,Material_091,Raw Material,Gamma Traders,133,84,67,98,157,10,61.35,9631.95,No
10/05/2024,Karachi Central,M0036,Material_098,Finished Good,Alpha Ltd,140,145,47,111,27,7,66.38,1792.26,Yes
12/09/2024,Faisalabad Hub,M0068,Material_011,Raw Material,Alpha Ltd,183,191,62,83,0,3,10.19,0.0,Yes
10/26/2024,Faisalabad Hub,M0078,Material_054,Finished Good,Delta Supplies,140,134,68,89,0,9,79.59,0.0,Yes
12/07/2024,Islamabad East,M0041,Material_045,Semi-Finished,Delta Supplies,186,214,44,78,38,13,115.39,4384.82,Yes
10/19/2024,Islamabad East,M0089,Material_047,Raw Material,Alpha Ltd,294,295,81,123,191,10,125.26,23924.66,No
12/23/2024,Faisalabad Hub,M0062,Material_012,Semi-Finished,Delta Supplies,158,110,46,94,0,10,133.12,0.0,Yes
10/20/2024,Karachi Central,M0010,Material_021,Finished Good,Alpha Ltd,106,79,81,117,249,3,78.28,19491.72,No
10/12/2024,Faisalabad Hub,M0021,Material_011,Raw Material,Beta Corp,80,79,75,126,88,3,98.29,8649.52,Yes
11/16/2024,Islamabad East,M0036,Material_092,Packaging,Delta Supplies,70,92,80,106,88,14,21.13,1859.44,Yes
10/01/2024,Karachi Central,M0012,Material_005,Semi-Finished,Delta Supplies,139,98,66,115,35,8,78.33,2741.55,Yes
12/29/2024,Islamabad East,M0091,Material_081,Finished Good,Delta Supplies,89,36,97,144,76,12,31.67,2406.92,Yes
10/14/2024,Karachi Central,M0002,Material_056,Packaging,Beta Corp,161,183,85,118,24,5,61.75,1482.0,Yes
12/03/2024,Lahore South,M0013,Material_020,Raw Material,Alpha Ltd,94,77,41,104,224,14,56.1,12566.4,No
11/07/2024,Islamabad East,M0053,Material_041,Raw Material,Gamma Traders,126,144,64,113,73,2,69.3,5058.9,Yes
11/06/2024,Islamabad East,M0032,Material_046,Packaging,Delta Supplies,226,213,48,84,9,9,90.03,810.27,Yes
10/11/2024,Faisalabad Hub,M0095,Material_012,Packaging,Alpha Ltd,136,97,92,143,150,3,136.4,20460.0,No
12/16/2024,Islamabad East,M0016,Material_070,Finished Good,Beta Corp,197,173,66,131,0,4,65.23,0.0,Yes
10/03/2024,Islamabad East,M0032,Material_017,Raw Material,Gamma Traders,150,179,40,65,45,6,147.36,6631.2,Yes
11/02/2024,Lahore South,M0032,Material_019,Semi-Finished,Delta Supplies,295,312,62,132,103,4,116.26,11974.78,Yes
10/06/2024,Islamabad East,M0098,Material_026,Raw Material,Beta Corp,166,173,49,92,0,8,81.61,0.0,Yes
11/19/2024,Lahore South,M0011,Material_048,Raw Material,Beta Corp,141,129,81,106,122,8,100.16,12219.52,No
10/10/2024,Lahore South,M0010,Material_052,Packaging,Gamma Traders,194,227,91,137,116,3,24.31,2819.96,Yes
10/05/2024,Lahore South,M0015,Material_096,Packaging,Alpha Ltd,77,100,64,101,0,14,128.23,0.0,Yes
10/23/2024,Lahore South,M0017,Material_070,Semi-Finished,Delta Supplies,218,202,93,136,264,14,91.53,24163.92,No
10/10/2024,Karachi Central,M0040,Material_055,Finished Good,Delta Supplies,243,279,42,98,198,8,148.05,29313.9,No
11/13/2024,Faisalabad Hub,M0018,Material_100,Semi-Finished,Alpha Ltd,74,89,45,120,0,12,99.1,0.0,Yes
10/02/2024,Karachi Central,M0055,Material_075,Finished Good,Alpha Ltd,107,118,97,140,2,7,126.78,253.56,Yes
10/13/2024,Islamabad East,M0073,Material_033,Finished Good,Alpha Ltd,291,278,45,102,3,11,121.97,365.91,Yes
11/09/2024,Karachi Central,M0025,Material_062,Packaging,Gamma Traders,90,118,92,145,203,10,58.36,11847.08,No
10/02/2024,Karachi Central,M0059,Material_088,Finished Good,Gamma Traders,183,141,41,100,0,14,46.35,0.0,Yes
12/23/2024,Islamabad East,M0078,Material_023,Semi-Finished,Delta Supplies,124,136,97,163,112,10,70.27,7870.24,Yes
12/04/2024,Islamabad East,M0089,Material_015,Raw Material,Gamma Traders,298,336,97,131,173,3,75.41,13045.93,No
12/02/2024,Islamabad East,M0022,Material_027,Semi-Finished,Beta Corp,87,38,57,87,127,8,43.61,5538.47,No
12/12/2024,Karachi Central,M0030,Material_075,Raw Material,Delta Supplies,183,166,62,103,3,6,135.24,405.72,Yes
10/17/2024,Karachi Central,M0084,Material_064,Packaging,Gamma Traders,222,187,41,114,104,14,85.96,8939.84,Yes
10/09/2024,Islamabad East,M0085,Material_081,Semi-Finished,Alpha Ltd,124,163,51,94,111,7,146.98,16314.78,No
12/14/2024,Faisalabad Hub,M0044,Material_051,Raw Material,Beta Corp,191,157,61,81,39,2,123.4,4812.6,Yes
10/15/2024,Faisalabad Hub,M0032,Material_053,Raw Material,Alpha Ltd,115,128,76,113,169,8,87.8,14838.2,No
10/24/2024,Lahore South,M0051,Material_078,Finished Good,Delta Supplies,217,176,59,122,271,7,142.59,38641.89,No
11/07/2024,Islamabad East,M0046,Material_091,Semi-Finished,Alpha Ltd,52,16,78,109,68,5,80.68,5486.24,Yes
11/04/2024,Lahore South,M0021,Material_082,Raw Material,Gamma Traders,296,251,63,139,184,2,134.19,24690.96,No
11/18/2024,Faisalabad Hub,M0099,Material_092,Semi-Finished,Gamma Traders,166,131,87,149,150,10,60.14,9021.0,No
12/08/2024,Lahore South,M0032,Material_051,Packaging,Delta Supplies,148,187,59,106,198,5,63.01,12475.98,No
12/01/2024,Islamabad East,M0094,Material_047,Packaging,Alpha Ltd,274,308,40,99,76,3,68.54,5209.04,Yes
11/29/2024,Islamabad East,M0039,Material_004,Finished Good,Delta Supplies,201,216,40,119,73,9,86.53,6316.69,Yes
11/19/2024,Islamabad East,M0012,Material_007,Semi-Finished,Alpha Ltd,68,19,56,82,0,3,87.49,0.0,Yes
12/17/2024,Karachi Central,M0047,Material_035,Raw Material,Beta Corp,195,148,98,140,137,6,79.5,10891.5,Yes
12/14/2024,Lahore South,M0018,Material_048,Finished Good,Gamma Traders,241,206,40,80,69,12,52.84,3645.96,Yes
10/09/2024,Faisalabad Hub,M0021,Material_073,Finished Good,Delta Supplies,290,315,92,145,184,7,139.81,25725.04,No
11/03/2024,Faisalabad Hub,M0013,Material_072,Raw Material,Beta Corp,165,183,91,121,64,12,92.4,5913.6,Yes
12/15/2024,Faisalabad Hub,M0021,Material_045,Raw Material,Beta Corp,174,175,84,125,203,14,67.08,13617.24,No
11/04/2024,Karachi Central,M0008,Material_081,Raw Material,Delta Supplies,137,118,69,130,42,9,101.16,4248.72,Yes
10/01/2024,Karachi Central,M0046,Material_081,Semi-Finished,Delta Supplies,286,254,80,134,8,12,117.52,940.16,Yes
11/09/2024,Islamabad East,M0007,Material_097,Semi-Finished,Beta Corp,84,93,86,157,274,2,144.5,39593.0,No
12/03/2024,Faisalabad Hub,M0023,Material_096,Semi-Finished,Alpha Ltd,239,265,42,90,220,2,79.94,17586.8,No
10/22/2024,Karachi Central,M0096,Material_072,Finished Good,Beta Corp,50,78,85,146,6,13,25.69,154.14,Yes
11/29/2024,Islamabad East,M0075,Material_019,Semi-Finished,Delta Supplies,277,313,94,141,191,5,71.71,13696.61,No
12/03/2024,Faisalabad Hub,M0086,Material_063,Raw Material,Beta Corp,202,168,50,128,103,6,77.06,7937.18,Yes
12/11/2024,Lahore South,M0022,Material_038,Raw Material,Alpha Ltd,222,189,63,100,139,14,135.58,18845.62,No
