,Project Code,PQ #,PO / SO #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
251,107-RW-T01,Pre-PQ Process,SCMS-30312,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,10/21/2008,20-04-09,20-04-09,20-04-09,ARV,Adult,CIPLA LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,7840,71344,9.1,0.15,"Cipla, Goa, India",Yes,719,853.88,139.83
258,112-NG-T01,Pre-PQ Process,SCMS-42830,Nigeria,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,04-01-09,20-05-09,20-05-09,20-05-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,73,3000.3,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,69,1332.43,5.88
261,123-NG-T01,Pre-PQ Process,SCMS-36892,Nigeria,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,04-07-09,14-07-09,14-07-09,14-07-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,2040,83844,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,309,3777.93,164.33
262,107-RW-T01,Pre-PQ Process,SCMS-43880,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,4/15/2009,20-07-09,20-07-09,20-07-09,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,26932,317528.28,11.79,0.2,Mylan (formerly Matrix) Nashik,Yes,3393,30661.5,622.36
265,108-VN-T01,Pre-PQ Process,SCMS-44980,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/2009,08-06-09,08-06-09,08-06-09,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,150,1950,13,0.43,"Aurobindo Unit III, India",Yes,30,4111.71,3.82
267,119-NA-T01,Pre-PQ Process,SCMS-45620,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,05-08-09,18-08-09,18-08-09,18-08-09,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Stavudine 30/6mg, dispersible tablets, 60 Tabs",Lamivudine/Stavudine,Generic,30/6mg,Chewable/dispersible tablet - FDC,60,2000,3800,1.9,0.03,"Cipla, Goa, India",Yes,251,1484.75,7.45
272,105-GY-T01,Pre-PQ Process,SCMS-48690,Guyana,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/15/2009,07-08-09,07-08-09,07-08-09,ARV,Adult,ABBOTT LABORATORIES (PUERTO RICO),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,2733,224625.27,82.19,0.68,ABBVIE Ludwigshafen Germany,Yes,589,314,440.27
285,108-VN-T01,Pre-PQ Process,SCMS-168,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/14/2006,14-03-07,14-03-07,14-03-07,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,1000,5050,5.05,0.02,"Aurobindo Unit III, India",Yes,3822,25124.12,45.57
288,108-VN-T01,Pre-PQ Process,SCMS-313,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,02-07-07,09-07-07,09-07-07,09-07-07,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,25000,187500,7.5,0.12,"Cipla, Goa, India",Yes,2336,21150.56,300
294,108-VN-T01,Pre-PQ Process,SCMS-749,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,07-03-07,02-10-07,02-10-07,02-10-07,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,22500,277425,12.33,0.41,"Aurobindo Unit III, India",Yes,2895,18045.24,443.88
296,108-VN-T01,Pre-PQ Process,SCMS-752,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,07-03-07,08-11-07,08-11-07,08-11-07,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,800,5600,7,0.12,"BMS Meymac, France",Yes,161,2514.05,8.96
297,108-VN-T01,Pre-PQ Process,SCMS-10060,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,7/20/2007,10-09-07,10-09-07,10-09-07,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,200,16440,82.2,0.27,ABBVIE (Abbott) Logis. UK,Yes,340,2326.1,26.3
301,117-ET-T01,Pre-PQ Process,SCMS-11071,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10-03-07,20-11-07,24-12-07,24-12-07,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,35065,54350.75,1.55,0.03,"Aurobindo Unit III, India",Yes,2318,6755.81,86.96
308,108-VN-T01,Pre-PQ Process,SCMS-14930,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12-05-07,22-01-08,22-01-08,22-01-08,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,15mg,Capsule,60,400,600,1.5,0.02,"Aurobindo Unit III, India",Yes,83,2426.05,0.96
328,108-VN-T01,Pre-PQ Process,SCMS-20181,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008,07-07-08,07-07-08,07-07-08,ARV,Adult,Aurobindo Pharma Limited,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,520,13000,25,0.42,"Aurobindo Unit III, India",Yes,137,5260.46,20.8
329,108-VN-T01,Pre-PQ Process,SCMS-20430,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008,17-06-08,17-06-08,17-06-08,ARV,Adult,STRIDES ARCOLAB LIMITED,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,2576,3889.76,1.51,0.03,"Strides, Bangalore, India.",Yes,121,2789.74,6.22
330,108-VN-T01,Pre-PQ Process,SCMS-20450,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008,20-06-08,20-06-08,20-06-08,ARV,Adult,STRIDES ARCOLAB LIMITED,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,2464,3720.64,1.51,0.03,"Strides, Bangalore, India.",Yes,114,2879.96,5.95
340,108-VN-T01,Pre-PQ Process,SCMS-26380,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,07-01-08,20-09-08,20-09-08,20-09-08,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,2016,24917.76,12.36,0.41,Mylan (formerly Matrix) Nashik,Yes,120,5921.97,39.87
343,114-UG-T01,Pre-PQ Process,SCMS-27190,Uganda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/18/2008,09-09-08,09-09-08,09-09-08,ARV,Adult,BRISTOL-MYERS SQUIBB,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,50,1183.5,23.67,0.79,"BMS Meymac, France",Yes,2,330,1.89
344,108-VN-T01,Pre-PQ Process,SCMS-27370,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/24/2008,29-11-08,29-11-08,29-11-08,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,1440,10440,7.25,0.12,"Cipla, Goa, India",Yes,128,2147.61,20.46
355,131-NG-T01,Pre-PQ Process,SCMS-26482,Nigeria,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,9/17/2008,10-10-08,10-10-08,10-10-08,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Atripla,600/200/300mg,Tablet - FDC,30,5900,297360,50.4,1.68,"MSD, Haarlem, NL",Yes,493,1727.2,475.78
357,108-VN-T01,Pre-PQ Process,SCMS-31730,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/21/2008,23-02-09,23-02-09,23-02-09,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,6156,14774.4,2.4,0.04,"Aurobindo Unit III, India",Yes,1044,3854.23,28.96
359,114-UG-T01,Pre-PQ Process,SCMS-32250,Uganda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,10/17/2008,09-12-08,09-12-08,09-12-08,ARV,Adult,BRISTOL-MYERS SQUIBB,"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,250mg,Delayed-release capsules - blister,30,50,917,18.34,0.61,"BMS Meymac, France",Yes,2,378,1.8
367,108-VN-T01,Pre-PQ Process,SCMS-37210,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/16/2009,11-04-09,11-04-09,11-04-09,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,336,2520,7.5,0.12,Mylan (formerly Matrix) Nashik,Yes,18,2525.73,4.94
371,106-HT-T01,Pre-PQ Process,SCMS-40030,Haiti,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,03-06-09,15-04-09,15-04-09,15-04-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1470,60417,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,362,2490.67,118.42
397,107-RW-T01,Pre-PQ Process,SCMS-43870,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,4/15/2009,21-09-09,21-09-09,21-09-09,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,54432,641753.28,11.79,0.2,Mylan (formerly Matrix) Nashik,Yes,7278,61925.7,1257.84
400,108-VN-T01,Pre-PQ Process,SCMS-45000,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/2009,21-07-09,21-07-09,21-07-09,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,35616,240408,6.75,0.11,"Cipla, Goa, India",Yes,3479,10048.1,471.2
401,108-VN-T01,Pre-PQ Process,SCMS-45020,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/2009,03-08-09,03-08-09,03-08-09,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,6552,42588,6.5,0.22,Mylan (formerly Matrix) Nashik,Yes,524,4453.71,83.47
402,108-VN-T01,Pre-PQ Process,SCMS-45070,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/2009,10-07-09,10-07-09,10-07-09,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,15960,23142,1.45,0.02,"Aurobindo Unit III, India",Yes,1815,9931.49,45.36
414,108-VN-T01,Pre-PQ Process,SCMS-171,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,11/13/2006,27-03-07,27-03-07,27-03-07,ARV,Adult,Hoffmann-La Roche ltd Basel,"Nelfinavir (as mesilate) 250mg [Viracept], tablets, 270 Tabs",Nelfinavir (as mesilate),Viracept,250mg,Tablet,270,200,32688,163.44,0.61,Roche Madrid,Yes,54,13981.96,45.57
422,108-VN-T01,Pre-PQ Process,SCMS-762,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,07-04-07,10-09-07,10-09-07,10-09-07,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1000,82190,82.19,0.68,ABBVIE Ludwigshafen Germany,Yes,226,2923.46,131.5
432,107-RW-T01,Pre-PQ Process,SCMS-14221,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,11/21/2007,28-04-08,22-04-08,22-04-08,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,38784,271488,7,0.12,"Cipla, Goa, India",Yes,4124,10500,434.38
433,108-VN-T01,Pre-PQ Process,SCMS-14211,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,12-06-07,22-01-08,07-03-08,07-03-08,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,2000,164400,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,513,5866.31,263.04
438,106-HT-T01,Pre-PQ Process,SCMS-17670,Haiti,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2/15/2008,11-04-08,11-04-08,11-04-08,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,180,1850.4,10.28,0.17,ABBVIE Ludwigshafen Germany,Yes,31,910.86,2.96
450,108-VN-T01,Pre-PQ Process,SCMS-20390,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008,12-08-08,12-08-08,12-08-08,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,10420,77108,7.4,0.12,"Cipla, Goa, India",Yes,1000,7526.06,123.37
451,108-VN-T01,Pre-PQ Process,SCMS-20400,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008,19-09-08,19-09-08,19-09-08,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,9600,71040,7.4,0.12,"Cipla, Goa, India",Yes,920,7265.05,113.66
452,108-VN-T01,Pre-PQ Process,SCMS-20410,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,3/31/2008,16-07-08,16-07-08,16-07-08,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1520,124944,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,385,4393.32,199.91
453,108-VN-T01,Pre-PQ Process,SCMS-20420,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,3/31/2008,14-07-08,14-07-08,14-07-08,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,800,65760,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,208,3449.4,105.22
455,108-VN-T01,Pre-PQ Process,SCMS-23310,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/14/2008,11-10-08,11-10-08,11-10-08,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,15360,113664,7.4,0.12,"Cipla, Goa, India",Yes,1360,5412.14,181.86
456,108-VN-T01,Pre-PQ Process,SCMS-23320,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/13/2008,19-09-08,19-09-08,19-09-08,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,2180,6997.8,3.21,0.05,"Aurobindo Unit III, India",Yes,242,5881.57,11.2
457,108-VN-T01,Pre-PQ Process,SCMS-23330,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/13/2008,19-09-08,19-09-08,19-09-08,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,2016,18648,9.25,0.15,"Aurobindo Unit III, India",Yes,185,5551.97,29.84
458,108-VN-T01,Pre-PQ Process,SCMS-23380,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/13/2008,30-09-08,30-09-08,30-09-08,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,400,2800,7,0.12,"BMS Meymac, France",Yes,81,2035.66,4.48
469,108-VN-T01,Pre-PQ Process,SCMS-26171,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,07-01-08,25-09-08,25-09-08,25-09-08,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,1848,5359.2,2.9,0.05,"Aurobindo Unit III, India",Yes,327,3171.36,8.57
475,107-RW-T01,Pre-PQ Process,SCMS-30310,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,10/21/2008,10-03-09,10-03-09,10-03-09,ARV,Adult,CIPLA LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,18560,168896,9.1,0.15,"Cipla, Goa, India",Yes,1698,16414.22,331.04
481,109-TZ-T01,Pre-PQ Process,SCMS-34690,Tanzania,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,12/30/2008,15-06-09,15-06-09,15-06-09,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Atripla,600/200/300mg,Tablet - FDC,30,24963,1258135.2,50.4,1.68,"MSD, Haarlem, NL",Yes,2462,3451.41,2465.94
486,109-TZ-T01,Pre-PQ Process,SCMS-38410,Tanzania,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,02-05-09,11-08-09,11-08-09,11-08-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,10680,438948,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,2724,12620.12,860.34
512,107-RW-T01,Pre-PQ Process,SCMS-43900,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/15/2009,12-08-09,12-08-09,12-08-09,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,28034,195677.32,6.98,0.23,Hetero Unit III Hyderabad IN,Yes,2268,19023.36,383.53
513,123-NG-T01,Pre-PQ Process,SCMS-43960,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,04-10-09,03-09-09,03-09-09,03-09-09,ACT,ACT,MISSIONPHARMA A/S,"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 18 Tabs",Artemether/Lumefantrine,Coartem,20/120mg,Tablet - FDC + blister,540,2000,70420,35.21,0.07,"Novartis Pharma Suffern, USA",Yes,1250,17170.07,138.02
517,109-TZ-T01,Pre-PQ Process,SCMS-46500,Tanzania,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,5/28/2009,30-07-09,30-07-09,30-07-09,ARV,Adult,Hoffmann-La Roche ltd Basel,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,Invirase,200mg,Capsule,270,820,73074.13,89.11,0.33,Roche Basel,Yes,424,3310.89,143.23
531,108-VN-T01,Pre-PQ Process,SCMS-167,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/14/2006,14-03-07,14-03-07,14-03-07,ARV,Adult,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,98400,329640,3.35,0.06,"Ranbaxy, Paonta Shahib, India",Yes,4300,27923.26,45.57
532,108-VN-T01,Pre-PQ Process,SCMS-476,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/14/2006,14-03-07,16-05-07,16-05-07,ARV,Pediatric,Aurobindo Pharma Limited,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,100mg,Chewable/dispersible tablet,60,1700,17850,10.5,0.18,"Aurobindo Unit III, India",Yes,356,14982.1,45.57
535,108-VN-T01,Pre-PQ Process,SCMS-172,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,11/29/2006,16-04-07,16-04-07,16-04-07,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1320,238682.4,180.82,1.51,ABBVIE (Abbott) Logis. UK,Yes,304,13453.12,45.57
553,108-VN-T01,Pre-PQ Process,SCMS-14210,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,11/22/2007,06-03-08,06-03-08,06-03-08,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1000,82200,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,249,3120.92,131.52
575,108-VN-T01,Pre-PQ Process,SCMS-20200,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008,14-07-08,14-07-08,14-07-08,ARV,Adult,Aurobindo Pharma Limited,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,500,12500,25,0.42,"Aurobindo Unit III, India",Yes,124,5217.59,20
576,108-VN-T01,Pre-PQ Process,SCMS-20341,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,04-10-08,01-06-08,22-05-08,22-05-08,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,2016,27538.56,13.66,0.46,Mylan (formerly Matrix) Nashik,Yes,122,2864.44,44.06
580,108-VN-T01,Pre-PQ Process,SCMS-23340,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/13/2008,19-09-08,19-09-08,19-09-08,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,3024,27972,9.25,0.15,"Aurobindo Unit III, India",Yes,703,10356.86,44.76
581,108-VN-T01,Pre-PQ Process,SCMS-23350,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,5/13/2008,16-11-08,16-11-08,16-11-08,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1040,85488,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,251,2519.89,136.78
582,108-VN-T01,Pre-PQ Process,SCMS-23440,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/13/2008,20-09-08,20-09-08,20-09-08,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,9576,24897.6,2.6,0.04,Mylan (formerly Matrix) Nashik,Yes,889,7884.8,39.84
592,108-VN-T01,Pre-PQ Process,SCMS-26170,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,07-01-08,03-09-08,03-09-08,03-09-08,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,15960,38304,2.4,0.04,"Aurobindo Unit III, India",Yes,755,6609.02,61.29
